date,location,total_vaccinations,total_distributed,people_vaccinated,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,people_fully_vaccinated,people_vaccinated_per_hundred,distributed_per_hundred,daily_vaccinations_raw,daily_vaccinations,daily_vaccinations_per_million,share_doses_used
2021-02-20,Puerto Rico,463527.0,806625.0,314053.0,4.63,14.51,147986.0,9.83,25.26,14772.0,13241.0,4146.0,0.575
2021-02-21,Puerto Rico,476475.0,806625.0,320383.0,4.84,14.92,154598.0,10.03,25.26,12948.0,13393.0,4194.0,0.591
2021-02-22,Puerto Rico,476647.0,806625.0,321729.0,4.84,14.92,154656.0,10.07,25.26,172.0,13100.0,4102.0,0.591
2021-02-23,Puerto Rico,480439.0,813170.0,323611.0,4.9,15.04,156649.0,10.13,25.46,3792.0,13323.0,4172.0,0.591
2021-02-24,Puerto Rico,495114.0,922600.0,330605.0,5.15,15.5,164396.0,10.35,28.89,14675.0,14711.0,4606.0,0.537
2021-02-25,Puerto Rico,510041.0,971910.0,337907.0,5.39,15.97,172089.0,10.58,30.43,14927.0,14569.0,4562.0,0.525
2021-02-26,Puerto Rico,536377.0,995210.0,350005.0,5.84,16.79,186418.0,10.96,31.16,26336.0,12517.0,3919.0,0.539
2021-02-27,Puerto Rico,538085.0,1036820.0,350851.0,5.87,16.85,187418.0,10.99,32.46,1708.0,10651.0,3335.0,0.519
2021-02-28,Puerto Rico,549615.0,1036820.0,355184.0,6.09,17.21,194630.0,11.12,32.46,11530.0,10449.0,3272.0,0.53
2021-03-01,Puerto Rico,554664.0,1036820.0,358606.0,6.15,17.37,196337.0,11.23,32.46,5049.0,11145.0,3490.0,0.535
2021-03-02,Puerto Rico,554694.0,1056070.0,358646.0,6.15,17.37,196435.0,11.23,33.07,30.0,10608.0,3322.0,0.525
2021-03-03,Puerto Rico,568025.0,1135850.0,365692.0,6.35,17.79,202838.0,11.45,35.57,13331.0,10416.0,3261.0,0.5
2021-03-04,Puerto Rico,595224.0,1172550.0,379079.0,6.78,18.64,216670.0,11.87,36.71,27199.0,12169.0,3810.0,0.508
2021-03-05,Puerto Rico,596130.0,1230670.0,379836.0,6.79,18.67,216953.0,11.89,38.53,906.0,8536.0,2673.0,0.484
2021-03-06,Puerto Rico,611567.0,1250670.0,389276.0,6.99,19.15,223154.0,12.19,39.16,15437.0,10497.0,3287.0,0.489
2021-03-07,Puerto Rico,628400.0,1250670.0,399427.0,7.2,19.68,229847.0,12.51,39.16,16833.0,11255.0,3524.0,0.502
2021-03-08,Puerto Rico,633344.0,1250670.0,402670.0,7.25,19.83,231579.0,12.61,39.16,4944.0,11240.0,3519.0,0.506
2021-03-09,Puerto Rico,635352.0,1256170.0,404145.0,7.27,19.89,232141.0,12.65,39.33,2008.0,11523.0,3608.0,0.506
2021-03-10,Puerto Rico,674636.0,1343520.0,427506.0,7.79,21.12,248683.0,13.39,42.07,39284.0,15230.0,4769.0,0.502
2021-03-11,Puerto Rico,675568.0,1377520.0,428103.0,7.8,21.15,249152.0,13.4,43.13,932.0,11478.0,3594.0,0.49
2021-03-12,Puerto Rico,698082.0,1420220.0,440880.0,8.12,21.86,259324.0,13.8,44.47,22514.0,14565.0,4561.0,0.492
2021-03-13,Puerto Rico,748875.0,1439770.0,473335.0,8.76,23.45,279724.0,14.82,45.08,50793.0,19615.0,6142.0,0.52
2021-03-14,Puerto Rico,748875.0,1439970.0,473423.0,8.76,23.45,279836.0,14.82,45.09,0.0,17211.0,5389.0,0.52
2021-03-15,Puerto Rico,748982.0,1439970.0,473540.0,8.77,23.45,279934.0,14.83,45.09,107.0,16520.0,5173.0,0.52
2021-03-16,Puerto Rico,764943.0,1453840.0,485504.0,8.91,23.95,284522.0,15.2,45.52,15961.0,18513.0,5797.0,0.526
2021-03-17,Puerto Rico,788188.0,1508690.0,499268.0,9.24,24.68,295034.0,15.63,47.24,23245.0,16222.0,5079.0,0.522
2021-03-18,Puerto Rico,814157.0,1528090.0,516877.0,9.52,25.49,304183.0,16.18,47.85,25969.0,19798.0,6199.0,0.533
2021-03-19,Puerto Rico,839948.0,1624800.0,535207.0,9.78,26.3,312391.0,16.76,50.88,25791.0,20267.0,6346.0,0.517
2021-01-12,Republic of Palau,416.0,6000.0,416.0,,2.32,,2.32,33.51,,,,0.069
2021-01-13,Republic of Palau,725.0,6000.0,725.0,,4.05,,4.05,33.51,309.0,309.0,17256.0,0.121
2021-01-14,Republic of Palau,766.0,6000.0,765.0,,4.28,,4.27,33.51,41.0,175.0,9773.0,0.128
2021-01-15,Republic of Palau,1119.0,6000.0,1118.0,0.01,6.25,1.0,6.24,33.51,353.0,234.0,13068.0,0.186
2021-01-16,Republic of Palau,,,,,,,,,198.75,225.0,12565.0,
2021-01-17,Republic of Palau,,,,,,,,,198.75,220.0,12286.0,
2021-01-18,Republic of Palau,,,,,,,,,198.75,217.0,12118.0,
2021-01-19,Republic of Palau,1914.0,6000.0,1913.0,0.01,10.69,1.0,10.68,33.51,198.75,214.0,11951.0,0.319
2021-01-20,Republic of Palau,1981.0,6000.0,1980.0,0.01,11.06,1.0,11.06,33.51,67.0,179.0,9996.0,0.33
2021-01-21,Republic of Palau,2405.0,6000.0,2403.0,0.01,13.43,2.0,13.42,33.51,424.0,234.0,13068.0,0.401
2021-01-22,Republic of Palau,2405.0,6000.0,2403.0,0.01,13.43,2.0,13.42,33.51,0.0,184.0,10275.0,0.401
2021-01-23,Republic of Palau,2685.0,6000.0,2683.0,0.01,14.99,2.0,14.98,33.51,280.0,195.0,10890.0,0.448
2021-01-24,Republic of Palau,3046.0,6000.0,3044.0,0.01,17.01,2.0,17.0,33.51,361.0,218.0,12174.0,0.508
2021-01-25,Republic of Palau,3046.0,6000.0,3044.0,0.01,17.01,2.0,17.0,33.51,0.0,190.0,10610.0,0.508
2021-01-26,Republic of Palau,3046.0,6000.0,3044.0,0.01,17.01,2.0,17.0,33.51,0.0,162.0,9047.0,0.508
2021-01-27,Republic of Palau,3046.0,6000.0,3046.0,,17.01,,17.01,33.51,0.0,152.0,8488.0,0.508
2021-01-28,Republic of Palau,3067.0,6000.0,3067.0,,17.13,,17.13,33.51,21.0,95.0,5305.0,0.511
2021-01-29,Republic of Palau,3089.0,6000.0,3088.0,0.01,17.25,1.0,17.24,33.51,22.0,98.0,5473.0,0.515
2021-01-30,Republic of Palau,3110.0,6000.0,3109.0,0.01,17.37,1.0,17.36,33.51,21.0,61.0,3406.0,0.518
2021-01-31,Republic of Palau,3110.0,6000.0,3109.0,0.01,17.37,1.0,17.36,33.51,0.0,9.0,503.0,0.518
2021-02-01,Republic of Palau,3110.0,6000.0,3109.0,0.01,17.37,1.0,17.36,33.51,0.0,9.0,503.0,0.518
2021-02-02,Republic of Palau,3172.0,6000.0,3109.0,0.35,17.71,63.0,17.36,33.51,62.0,18.0,1005.0,0.529
2021-02-03,Republic of Palau,3228.0,6000.0,3109.0,0.66,18.03,119.0,17.36,33.51,56.0,26.0,1452.0,0.538
2021-02-04,Republic of Palau,3228.0,6000.0,3109.0,0.66,18.03,119.0,17.36,33.51,0.0,23.0,1284.0,0.538
2021-02-05,Republic of Palau,3360.0,6000.0,3109.0,1.4,18.76,251.0,17.36,33.51,132.0,39.0,2178.0,0.56
2021-02-06,Republic of Palau,3360.0,6000.0,3109.0,1.4,18.76,251.0,17.36,33.51,0.0,36.0,2010.0,0.56
2021-02-07,Republic of Palau,3467.0,9200.0,3109.0,2.0,19.36,358.0,17.36,51.38,107.0,51.0,2848.0,0.377
2021-02-08,Republic of Palau,3467.0,9200.0,3109.0,2.0,19.36,358.0,17.36,51.38,0.0,51.0,2848.0,0.377
2021-02-09,Republic of Palau,3468.0,9200.0,3109.0,2.0,19.37,359.0,17.36,51.38,1.0,42.0,2345.0,0.377
2021-02-10,Republic of Palau,3527.0,9200.0,3109.0,2.33,19.7,418.0,17.36,51.38,59.0,43.0,2401.0,0.383
2021-02-11,Republic of Palau,3831.0,9200.0,3109.0,4.03,21.39,722.0,17.36,51.38,304.0,86.0,4803.0,0.416
2021-02-12,Republic of Palau,3871.0,9200.0,3109.0,4.26,21.62,762.0,17.36,51.38,40.0,73.0,4077.0,0.421
2021-02-13,Republic of Palau,4212.0,9200.0,3109.0,6.16,23.52,1103.0,17.36,51.38,341.0,122.0,6813.0,0.458
2021-02-14,Republic of Palau,4321.0,9200.0,3109.0,6.77,24.13,1212.0,17.36,51.38,109.0,122.0,6813.0,0.47
2021-02-15,Republic of Palau,,,,,,,,,178.0,147.0,8209.0,
2021-02-16,Republic of Palau,4677.0,9200.0,3111.0,8.75,26.12,1566.0,17.37,51.38,178.0,173.0,9661.0,0.508
2021-02-17,Republic of Palau,5011.0,9200.0,3112.0,10.6,27.98,1899.0,17.38,51.38,334.0,212.0,11839.0,0.545
2021-02-18,Republic of Palau,5314.0,9200.0,3347.0,10.98,29.68,1967.0,18.69,51.38,303.0,212.0,11839.0,0.578
2021-02-19,Republic of Palau,5727.0,9200.0,3347.0,13.29,31.98,2380.0,18.69,51.38,413.0,265.0,14799.0,0.622
2021-02-20,Republic of Palau,6025.0,9200.0,3643.0,13.3,33.65,2382.0,20.34,51.38,298.0,259.0,14464.0,0.655
2021-02-21,Republic of Palau,6314.0,9200.0,3649.0,14.88,35.26,2665.0,20.38,51.38,289.0,285.0,15916.0,0.686
2021-02-22,Republic of Palau,6314.0,9200.0,3703.0,15.01,35.26,2687.0,20.68,51.38,0.0,259.0,14464.0,0.686
2021-02-23,Republic of Palau,7073.0,9200.0,4109.0,16.98,39.5,3041.0,22.95,51.38,759.0,342.0,19099.0,0.769
2021-02-24,Republic of Palau,7073.0,9200.0,4109.0,16.98,39.5,3041.0,22.95,51.38,0.0,295.0,16474.0,0.769
2021-02-25,Republic of Palau,8111.0,9200.0,5140.0,17.04,45.3,3051.0,28.7,51.38,1038.0,400.0,22338.0,0.882
2021-02-26,Republic of Palau,8143.0,9200.0,5141.0,17.22,45.47,3083.0,28.71,51.38,32.0,345.0,19266.0,0.885
2021-02-27,Republic of Palau,8143.0,9200.0,5141.0,17.23,45.47,3085.0,28.71,51.38,0.0,303.0,16921.0,0.885
2021-02-28,Republic of Palau,8185.0,9200.0,5143.0,17.45,45.71,3125.0,28.72,51.38,42.0,267.0,14910.0,0.89
2021-03-01,Republic of Palau,8185.0,9200.0,5143.0,17.45,45.71,3125.0,28.72,51.38,0.0,267.0,14910.0,0.89
2021-03-02,Republic of Palau,8185.0,14600.0,5144.0,17.45,45.71,3125.0,28.73,81.53,0.0,159.0,8879.0,0.561
2021-03-03,Republic of Palau,8185.0,14600.0,5144.0,17.45,45.71,3125.0,28.73,81.53,0.0,159.0,8879.0,0.561
2021-03-04,Republic of Palau,8185.0,14600.0,5145.0,17.46,45.71,3126.0,28.73,81.53,0.0,11.0,614.0,0.561
2021-03-05,Republic of Palau,8185.0,14600.0,5145.0,17.46,45.71,3127.0,28.73,81.53,0.0,6.0,335.0,0.561
2021-03-06,Republic of Palau,8185.0,14600.0,5146.0,17.47,45.71,3129.0,28.74,81.53,0.0,6.0,335.0,0.561
2021-03-07,Republic of Palau,8185.0,14600.0,5147.0,17.47,45.71,3129.0,28.74,81.53,0.0,0.0,0.0,0.561
2021-03-08,Republic of Palau,8185.0,14600.0,5147.0,17.47,45.71,3129.0,28.74,81.53,0.0,0.0,0.0,0.561
2021-03-09,Republic of Palau,8185.0,14800.0,5147.0,17.48,45.71,3130.0,28.74,82.65,0.0,0.0,0.0,0.553
2021-03-10,Republic of Palau,8586.0,14800.0,5550.0,17.5,47.95,3134.0,30.99,82.65,401.0,57.0,3183.0,0.58
2021-03-11,Republic of Palau,8902.0,14800.0,5867.0,17.51,49.71,3136.0,32.76,82.65,316.0,102.0,5696.0,0.601
2021-03-12,Republic of Palau,9193.0,14800.0,6158.0,17.51,51.34,3136.0,34.39,82.65,291.0,144.0,8042.0,0.621
2021-03-13,Republic of Palau,9694.0,14800.0,6659.0,17.52,54.14,3137.0,37.19,82.65,501.0,216.0,12062.0,0.655
2021-03-14,Republic of Palau,9694.0,14800.0,6660.0,17.52,54.14,3137.0,37.19,82.65,0.0,216.0,12062.0,0.655
2021-03-15,Republic of Palau,9694.0,14800.0,6660.0,17.52,54.14,3137.0,37.19,82.65,0.0,216.0,12062.0,0.655
2021-03-16,Republic of Palau,10197.0,14800.0,7164.0,17.52,56.94,3137.0,40.01,82.65,503.0,287.0,16027.0,0.689
2021-03-17,Republic of Palau,10726.0,14800.0,7693.0,17.53,59.9,3139.0,42.96,82.65,529.0,306.0,17088.0,0.725
2021-03-18,Republic of Palau,10962.0,14800.0,7695.0,18.86,61.22,3377.0,42.97,82.65,236.0,294.0,16418.0,0.741
2021-03-19,Republic of Palau,11500.0,14800.0,8233.0,18.86,64.22,3378.0,45.98,82.65,538.0,330.0,18429.0,0.777
2021-01-12,Rhode Island,39568.0,80225.0,35385.0,0.39,3.74,4141.0,3.34,7.57,,,,0.493
2021-01-13,Rhode Island,42028.0,82175.0,36489.0,0.52,3.97,5490.0,3.44,7.76,2460.0,2460.0,2322.0,0.511
2021-01-14,Rhode Island,44871.0,84125.0,38000.0,,4.24,,3.59,7.94,2843.0,2652.0,2503.0,0.533
2021-01-15,Rhode Island,47548.0,108425.0,39381.0,0.77,4.49,8156.0,3.72,10.23,2677.0,2660.0,2511.0,0.439
2021-01-16,Rhode Island,,,,,,,,,1633.25,2403.0,2268.0,
2021-01-17,Rhode Island,,,,,,,,,1633.25,2249.0,2123.0,
2021-01-18,Rhode Island,,,,,,,,,1633.25,2147.0,2027.0,
2021-01-19,Rhode Island,54081.0,108425.0,44164.0,0.93,5.11,9902.0,4.17,10.23,1633.25,2073.0,1957.0,0.499
2021-01-20,Rhode Island,56617.0,122575.0,45904.0,1.01,5.34,10696.0,4.33,11.57,2536.0,2084.0,1967.0,0.462
2021-01-21,Rhode Island,59014.0,127450.0,47859.0,1.05,5.57,11136.0,4.52,12.03,2397.0,2020.0,1907.0,0.463
2021-01-22,Rhode Island,61974.0,136225.0,49932.0,1.13,5.85,12023.0,4.71,12.86,2960.0,2061.0,1946.0,0.455
2021-01-23,Rhode Island,63249.0,149225.0,50650.0,1.19,5.97,12580.0,4.78,14.09,1275.0,2010.0,1897.0,0.424
2021-01-24,Rhode Island,67566.0,149225.0,54287.0,1.25,6.38,13260.0,5.12,14.09,4317.0,2393.0,2259.0,0.453
2021-01-25,Rhode Island,70419.0,149225.0,56751.0,1.29,6.65,13649.0,5.36,14.09,2853.0,2567.0,2423.0,0.472
2021-01-26,Rhode Island,72264.0,151675.0,58097.0,1.34,6.82,14148.0,5.48,14.32,1845.0,2598.0,2452.0,0.476
2021-01-27,Rhode Island,76284.0,151675.0,59853.0,1.55,7.2,16410.0,5.65,14.32,4020.0,2810.0,2653.0,0.503
2021-01-28,Rhode Island,80138.0,153625.0,61554.0,1.75,7.56,18562.0,5.81,14.5,3854.0,3018.0,2849.0,0.522
2021-01-29,Rhode Island,83607.0,157525.0,63263.0,1.92,7.89,20321.0,5.97,14.87,3469.0,3090.0,2917.0,0.531
2021-01-30,Rhode Island,88094.0,173225.0,65668.0,2.11,8.32,22401.0,6.2,16.35,4487.0,3549.0,3350.0,0.509
2021-01-31,Rhode Island,91177.0,173225.0,67744.0,2.21,8.61,23408.0,6.39,16.35,3083.0,3373.0,3184.0,0.526
2021-02-01,Rhode Island,94240.0,173225.0,68779.0,2.4,8.9,25435.0,6.49,16.35,3063.0,3403.0,3212.0,0.544
2021-02-02,Rhode Island,99541.0,176150.0,73486.0,2.46,9.4,26027.0,6.94,16.63,5301.0,3897.0,3679.0,0.565
2021-02-03,Rhode Island,101474.0,176650.0,74473.0,2.55,9.58,26973.0,7.03,16.68,1933.0,3599.0,3397.0,0.574
2021-02-04,Rhode Island,103876.0,178600.0,75963.0,2.63,9.81,27884.0,7.17,16.86,2402.0,3391.0,3201.0,0.582
2021-02-05,Rhode Island,106949.0,178600.0,77940.0,2.74,10.1,28979.0,7.36,16.86,3073.0,3335.0,3148.0,0.599
2021-02-06,Rhode Island,111830.0,192300.0,81085.0,2.9,10.56,30711.0,7.65,18.15,4881.0,3391.0,3201.0,0.582
2021-02-07,Rhode Island,117067.0,192300.0,83326.0,3.18,11.05,33699.0,7.87,18.15,5237.0,3699.0,3492.0,0.609
2021-02-08,Rhode Island,120484.0,192300.0,85037.0,3.34,11.37,35402.0,8.03,18.15,3417.0,3749.0,3539.0,0.627
2021-02-09,Rhode Island,122079.0,207950.0,86264.0,3.38,11.52,35770.0,8.14,19.63,1595.0,3220.0,3040.0,0.587
2021-02-10,Rhode Island,124962.0,208350.0,87862.0,3.5,11.8,37051.0,8.29,19.67,2883.0,3355.0,3167.0,0.6
2021-02-11,Rhode Island,127931.0,211650.0,89723.0,3.6,12.08,38158.0,8.47,19.98,2969.0,3436.0,3243.0,0.604
2021-02-12,Rhode Island,131913.0,211850.0,91809.0,3.78,12.45,40051.0,8.67,20.0,3982.0,3566.0,3366.0,0.623
2021-02-13,Rhode Island,136904.0,228650.0,95258.0,3.93,12.92,41591.0,8.99,21.58,4991.0,3582.0,3381.0,0.599
2021-02-14,Rhode Island,141155.0,228650.0,97380.0,4.13,13.32,43717.0,9.19,21.58,4251.0,3441.0,3248.0,0.617
2021-02-15,Rhode Island,,,,,,,,,2932.0,3372.0,3183.0,
2021-02-16,Rhode Island,147019.0,234500.0,100448.0,4.39,13.88,46511.0,9.48,22.14,2932.0,3563.0,3363.0,0.627
2021-02-17,Rhode Island,151436.0,234500.0,103283.0,4.54,14.3,48089.0,9.75,22.14,4417.0,3782.0,3570.0,0.646
2021-02-18,Rhode Island,159931.0,234500.0,108152.0,4.88,15.1,51711.0,10.21,22.14,8495.0,4571.0,4315.0,0.682
2021-02-19,Rhode Island,181725.0,246175.0,124576.0,5.39,17.15,57064.0,11.76,23.24,21794.0,7116.0,6717.0,0.738
2021-02-20,Rhode Island,190896.0,246175.0,131246.0,5.62,18.02,59553.0,12.39,23.24,9171.0,7713.0,7281.0,0.775
2021-02-21,Rhode Island,198626.0,246175.0,136915.0,5.82,18.75,61609.0,12.92,23.24,7730.0,8210.0,7750.0,0.807
2021-02-22,Rhode Island,206034.0,246175.0,143885.0,5.88,19.45,62287.0,13.58,23.24,7408.0,8850.0,8354.0,0.837
2021-02-23,Rhode Island,211660.0,272255.0,148517.0,5.99,19.98,63455.0,14.02,25.7,5626.0,9234.0,8717.0,0.777
2021-02-24,Rhode Island,218499.0,292365.0,154012.0,6.11,20.63,64774.0,14.54,27.6,6839.0,9580.0,9043.0,0.747
2021-02-25,Rhode Island,226694.0,300805.0,160880.0,6.25,21.4,66168.0,15.19,28.39,8195.0,9538.0,9004.0,0.754
2021-02-26,Rhode Island,234889.0,304145.0,167665.0,6.39,22.17,67700.0,15.83,28.71,8195.0,7595.0,7169.0,0.772
2021-02-27,Rhode Island,245606.0,308415.0,176107.0,6.6,23.18,69910.0,16.62,29.11,10717.0,7816.0,7378.0,0.796
2021-02-28,Rhode Island,256755.0,308415.0,183254.0,6.98,24.24,73919.0,17.3,29.11,11149.0,8304.0,7839.0,0.832
2021-03-01,Rhode Island,269512.0,308415.0,192198.0,7.34,25.44,77763.0,18.14,29.11,12757.0,9068.0,8560.0,0.874
2021-03-02,Rhode Island,275799.0,350915.0,196835.0,7.51,26.03,79532.0,18.58,33.13,6287.0,9163.0,8650.0,0.786
2021-03-03,Rhode Island,282767.0,351515.0,201965.0,7.68,26.69,81394.0,19.06,33.18,6968.0,9181.0,8667.0,0.804
2021-03-04,Rhode Island,290963.0,354585.0,208621.0,7.83,27.47,82946.0,19.69,33.47,8196.0,9181.0,8667.0,0.821
2021-03-05,Rhode Island,300529.0,371455.0,215497.0,8.11,28.37,85952.0,20.34,35.06,9566.0,9377.0,8852.0,0.809
2021-03-06,Rhode Island,310283.0,387365.0,222457.0,8.39,29.29,88932.0,21.0,36.57,9754.0,9240.0,8722.0,0.801
2021-03-07,Rhode Island,319369.0,387365.0,229095.0,8.62,30.15,91305.0,21.63,36.57,9086.0,8945.0,8444.0,0.824
2021-03-08,Rhode Island,326730.0,387365.0,234708.0,8.8,30.84,93178.0,22.16,36.57,7361.0,8174.0,7716.0,0.843
2021-03-09,Rhode Island,333607.0,422115.0,240963.0,8.9,31.49,94332.0,22.75,39.85,6877.0,8258.0,7795.0,0.79
2021-03-10,Rhode Island,340997.0,424815.0,246202.0,9.18,32.19,97198.0,23.24,40.1,7390.0,8319.0,7853.0,0.803
2021-03-11,Rhode Island,350979.0,433095.0,252545.0,9.57,33.13,101364.0,23.84,40.88,9982.0,8574.0,8094.0,0.81
2021-03-12,Rhode Island,359501.0,437405.0,258664.0,9.85,33.94,104330.0,24.42,41.29,8522.0,8425.0,7953.0,0.822
2021-03-13,Rhode Island,367414.0,463415.0,263449.0,10.22,34.68,108252.0,24.87,43.74,7913.0,8162.0,7705.0,0.793
2021-03-14,Rhode Island,374193.0,463415.0,267498.0,10.5,35.32,111247.0,25.25,43.74,6779.0,7832.0,7393.0,0.807
2021-03-15,Rhode Island,388420.0,463415.0,276994.0,11.06,36.67,117146.0,26.15,43.74,14227.0,8813.0,8319.0,0.838
2021-03-16,Rhode Island,396843.0,491495.0,283670.0,11.31,37.46,119774.0,26.78,46.4,8423.0,9034.0,8528.0,0.807
2021-03-17,Rhode Island,403044.0,496165.0,286139.0,11.68,38.05,123688.0,27.01,46.84,6201.0,8864.0,8367.0,0.812
2021-03-18,Rhode Island,411715.0,504675.0,290175.0,12.13,38.86,128504.0,27.39,47.64,8671.0,8677.0,8191.0,0.816
2021-03-19,Rhode Island,425397.0,511025.0,293953.0,13.09,40.16,138714.0,27.75,48.24,13682.0,9414.0,8886.0,0.832
2021-01-12,South Carolina,81075.0,315950.0,77042.0,0.08,1.57,3954.0,1.5,6.14,,,,0.257
2021-01-13,South Carolina,99887.0,317450.0,87584.0,0.24,1.94,12213.0,1.7,6.17,18812.0,18812.0,3654.0,0.315
2021-01-14,South Carolina,115855.0,346150.0,96231.0,,2.25,,1.87,6.72,15968.0,17390.0,3378.0,0.335
2021-01-15,South Carolina,121836.0,350550.0,101722.0,0.38,2.37,19477.0,1.98,6.81,5981.0,13587.0,2639.0,0.348
2021-01-16,South Carolina,,,,,,,,,16334.75,14274.0,2772.0,
2021-01-17,South Carolina,,,,,,,,,16334.75,14686.0,2852.0,
2021-01-18,South Carolina,,,,,,,,,16334.75,14961.0,2906.0,
2021-01-19,South Carolina,187175.0,350550.0,155548.0,0.59,3.64,30243.0,3.02,6.81,16334.75,15157.0,2944.0,0.534
2021-01-20,South Carolina,192608.0,437675.0,160518.0,0.6,3.74,30679.0,3.12,8.5,5433.0,13246.0,2573.0,0.44
2021-01-21,South Carolina,209631.0,443375.0,173906.0,0.67,4.07,34277.0,3.38,8.61,17023.0,13397.0,2602.0,0.473
2021-01-22,South Carolina,229002.0,453150.0,189170.0,0.74,4.45,38183.0,3.67,8.8,19371.0,15309.0,2973.0,0.505
2021-01-23,South Carolina,249155.0,453250.0,206663.0,0.79,4.84,40812.0,4.01,8.8,20153.0,15855.0,3079.0,0.55
2021-01-24,South Carolina,278795.0,453250.0,233257.0,0.85,5.41,43810.0,4.53,8.8,29640.0,17756.0,3449.0,0.615
2021-01-25,South Carolina,307348.0,453250.0,258015.0,0.92,5.97,47563.0,5.01,8.8,28553.0,19501.0,3788.0,0.678
2021-01-26,South Carolina,317211.0,519600.0,267262.0,0.94,6.16,48157.0,5.19,10.09,9863.0,18577.0,3608.0,0.61
2021-01-27,South Carolina,326985.0,548250.0,275291.0,0.97,6.35,49869.0,5.35,10.65,9774.0,19197.0,3729.0,0.596
2021-01-28,South Carolina,359949.0,548750.0,302890.0,1.07,6.99,55183.0,5.88,10.66,32964.0,21474.0,4171.0,0.656
2021-01-29,South Carolina,385158.0,558050.0,322195.0,1.18,7.48,60974.0,6.26,10.84,25209.0,22308.0,4333.0,0.69
2021-01-30,South Carolina,407860.0,560150.0,339544.0,1.29,7.92,66286.0,6.59,10.88,22702.0,22672.0,4403.0,0.728
2021-01-31,South Carolina,439541.0,560150.0,361557.0,1.45,8.54,74459.0,7.02,10.88,31681.0,22964.0,4460.0,0.785
2021-02-01,South Carolina,462751.0,560150.0,379136.0,1.55,8.99,80038.0,7.36,10.88,23210.0,22200.0,4312.0,0.826
2021-02-02,South Carolina,470696.0,659950.0,385908.0,1.58,9.14,81203.0,7.5,12.82,7945.0,21926.0,4259.0,0.713
2021-02-03,South Carolina,479202.0,682700.0,391585.0,1.63,9.31,84010.0,7.61,13.26,8506.0,21745.0,4223.0,0.702
2021-02-04,South Carolina,497433.0,683600.0,403766.0,1.75,9.66,89983.0,7.84,13.28,18231.0,19641.0,3815.0,0.728
2021-02-05,South Carolina,518892.0,684700.0,418519.0,1.87,10.08,96485.0,8.13,13.3,21459.0,19105.0,3711.0,0.758
2021-02-06,South Carolina,542879.0,684700.0,435079.0,2.01,10.54,103432.0,8.45,13.3,23987.0,19288.0,3746.0,0.793
2021-02-07,South Carolina,568917.0,684700.0,450531.0,2.2,11.05,113169.0,8.75,13.3,26038.0,18482.0,3590.0,0.831
2021-02-08,South Carolina,585692.0,684700.0,460511.0,2.32,11.38,119206.0,8.94,13.3,16775.0,17563.0,3411.0,0.855
2021-02-09,South Carolina,585692.0,712325.0,460511.0,2.32,11.38,119206.0,8.94,13.84,0.0,16428.0,3191.0,0.822
2021-02-10,South Carolina,608062.0,732700.0,475116.0,2.46,11.81,126831.0,9.23,14.23,22370.0,18409.0,3575.0,0.83
2021-02-11,South Carolina,628496.0,779500.0,487418.0,2.6,12.21,133648.0,9.47,15.14,20434.0,18723.0,3636.0,0.806
2021-02-12,South Carolina,649375.0,826950.0,500005.0,2.73,12.61,140806.0,9.71,16.06,20879.0,18640.0,3620.0,0.785
2021-02-13,South Carolina,674843.0,891450.0,512156.0,2.97,13.11,153014.0,9.95,17.31,25468.0,18852.0,3661.0,0.757
2021-02-14,South Carolina,704186.0,891650.0,525641.0,3.26,13.68,167699.0,10.21,17.32,29343.0,19324.0,3753.0,0.79
2021-02-15,South Carolina,,,,,,,,,17145.0,19377.0,3763.0,
2021-02-16,South Carolina,738476.0,926750.0,542707.0,3.56,14.34,183497.0,10.54,18.0,17145.0,21826.0,4239.0,0.797
2021-02-17,South Carolina,755422.0,939350.0,551943.0,3.71,14.67,190900.0,10.72,18.24,16946.0,21051.0,4089.0,0.804
2021-02-18,South Carolina,778113.0,939350.0,562999.0,3.92,15.11,201703.0,10.93,18.24,22691.0,21374.0,4151.0,0.828
2021-02-19,South Carolina,848054.0,1064775.0,610292.0,4.33,16.47,222887.0,11.85,20.68,69941.0,28383.0,5513.0,0.796
2021-02-20,South Carolina,879776.0,1066275.0,625877.0,4.61,17.09,237292.0,12.16,20.71,31722.0,29276.0,5686.0,0.825
2021-02-21,South Carolina,910669.0,1066275.0,638364.0,4.95,17.69,254826.0,12.4,20.71,30893.0,29498.0,5729.0,0.854
2021-02-22,South Carolina,932588.0,1066275.0,660425.0,5.29,18.11,272452.0,12.83,20.71,21919.0,30180.0,5862.0,0.875
2021-02-23,South Carolina,941136.0,1122765.0,665137.0,5.37,18.28,276492.0,12.92,21.81,8548.0,28951.0,5623.0,0.838
2021-02-24,South Carolina,973703.0,1197015.0,687074.0,5.56,18.91,286518.0,13.34,23.25,32567.0,31183.0,6056.0,0.813
2021-02-25,South Carolina,997874.0,1291305.0,696787.0,5.83,19.38,300144.0,13.53,25.08,24171.0,31394.0,6097.0,0.773
2021-02-26,South Carolina,1025316.0,1294405.0,710435.0,6.08,19.91,313285.0,13.8,25.14,27442.0,25323.0,4918.0,0.792
