Country,Year,total_vaccinations,total_distributed,people_vaccinated,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,people_fully_vaccinated,people_vaccinated_per_hundred,distributed_per_hundred,daily_vaccinations_raw,daily_vaccinations,daily_vaccinations_per_million,share_doses_used
Maine,22,93003.0,178450.0,74110.0,1.31,6.92,17562.0,5.51,13.28,6608.0,4095.0,3046.0,0.521
Maine,23,99815.0,178450.0,79310.0,1.42,7.43,19151.0,5.9,13.28,6812.0,4609.0,3429.0,0.559
Maine,24,104069.0,178450.0,82837.0,1.48,7.74,19873.0,6.16,13.28,4254.0,4758.0,3540.0,0.583
Maine,25,104924.0,195925.0,83464.0,1.5,7.81,20096.0,6.21,14.58,855.0,4421.0,3289.0,0.536
Maine,26,109183.0,204325.0,86103.0,1.62,8.12,21707.0,6.4,15.2,4259.0,4717.0,3509.0,0.534
Maine,27,115191.0,208225.0,88878.0,1.85,8.57,24925.0,6.61,15.49,6008.0,4956.0,3687.0,0.553
Maine,28,123207.0,211150.0,93513.0,2.1,9.17,28255.0,6.96,15.71,8016.0,5259.0,3912.0,0.584
Maine,29,132067.0,212125.0,99468.0,2.31,9.83,31055.0,7.4,15.78,8860.0,5581.0,4152.0,0.623
Maine,30,140353.0,212125.0,105665.0,2.46,10.44,33121.0,7.86,15.78,8286.0,5791.0,4308.0,0.662
Maine,31,145786.0,212125.0,109917.0,2.55,10.84,34299.0,8.18,15.78,5433.0,5960.0,4434.0,0.687
Maine,32,145786.0,221875.0,109917.0,2.55,10.84,34299.0,8.18,16.51,0.0,5837.0,4342.0,0.657
Maine,33,145786.0,226275.0,109917.0,2.55,10.84,34299.0,8.18,16.83,0.0,5229.0,3890.0,0.644
Maine,34,153439.0,254550.0,114962.0,2.74,11.42,36870.0,8.55,18.94,7653.0,5464.0,4065.0,0.603
Maine,35,159236.0,254550.0,119024.0,2.87,11.85,38542.0,8.86,18.94,5797.0,5147.0,3829.0,0.626
Maine,36,168626.0,254550.0,126127.0,3.04,12.54,40806.0,9.38,18.94,9390.0,5223.0,3886.0,0.662
Maine,37,178449.0,254550.0,132273.0,3.31,13.28,44447.0,9.84,18.94,9823.0,5442.0,4048.0,0.701
Maine,38,178449.0,254550.0,132273.0,3.31,13.28,44447.0,9.84,18.94,0.0,4666.0,3471.0,0.701
Marshall Islands,11,639.0,13600.0,623.0,0.0,1.09,1.0,1.07,23.28,,,,0.047
Marshall Islands,12,649.0,13600.0,633.0,0.0,1.11,1.0,1.08,23.28,10.0,10.0,171.0,0.048
Marshall Islands,13,649.0,13600.0,623.0,,1.11,,1.07,23.28,0.0,5.0,86.0,0.048
Marshall Islands,14,658.0,13600.0,632.0,0.0,1.13,2.0,1.08,23.28,9.0,6.0,103.0,0.048
Marshall Islands,15,,,,,,,,,156.0,44.0,753.0,
Marshall Islands,16,,,,,,,,,156.0,66.0,1130.0,
Marshall Islands,17,,,,,,,,,156.0,81.0,1387.0,
Marshall Islands,18,1282.0,13600.0,1250.0,0.0,2.2,2.0,2.14,23.28,156.0,92.0,1575.0,0.094
Marshall Islands,19,1514.0,13600.0,1482.0,0.0,2.59,2.0,2.54,23.28,232.0,124.0,2123.0,0.111
Marshall Islands,20,1991.0,13600.0,1959.0,0.0,3.41,2.0,3.35,23.28,477.0,192.0,3287.0,0.146
Marshall Islands,21,2438.0,13600.0,2406.0,0.0,4.17,2.0,4.12,23.28,447.0,254.0,4348.0,0.179
Marshall Islands,22,2873.0,13600.0,2840.0,0.0,4.92,3.0,4.86,23.28,435.0,294.0,5033.0,0.211
Marshall Islands,23,3098.0,13600.0,3065.0,0.0,5.3,3.0,5.25,23.28,225.0,304.0,5204.0,0.228
Marshall Islands,24,3098.0,13600.0,3065.0,0.0,5.3,3.0,5.25,23.28,0.0,282.0,4828.0,0.228
Marshall Islands,25,3284.0,13600.0,3250.0,0.0,5.62,3.0,5.56,23.28,186.0,286.0,4896.0,0.241
Marshall Islands,26,3538.0,13600.0,3487.0,0.03,6.06,20.0,5.97,23.28,254.0,289.0,4948.0,0.26
Marshall Islands,27,3755.0,13600.0,3594.0,0.22,6.43,129.0,6.15,23.28,217.0,252.0,4314.0,0.276
Marshall Islands,28,3928.0,13600.0,3661.0,0.4,6.72,232.0,6.27,23.28,173.0,213.0,3646.0,0.289
Marshall Islands,29,3992.0,13600.0,3723.0,0.4,6.83,234.0,6.37,23.28,64.0,160.0,2739.0,0.294
Marshall Islands,30,4127.0,13600.0,3763.0,0.56,7.06,327.0,6.44,23.28,135.0,147.0,2517.0,0.303
Marshall Islands,31,4127.0,13600.0,3763.0,0.56,7.06,327.0,6.44,23.28,0.0,147.0,2517.0,0.303
Marshall Islands,32,4258.0,13600.0,3844.0,0.64,7.29,376.0,6.58,23.28,131.0,139.0,2380.0,0.313
Marshall Islands,33,4258.0,21000.0,3844.0,0.64,7.29,376.0,6.58,35.95,0.0,103.0,1763.0,0.203
Marshall Islands,34,4424.0,21000.0,3955.0,0.74,7.57,431.0,6.77,35.95,166.0,96.0,1643.0,0.211
Marshall Islands,35,4553.0,21000.0,4072.0,0.76,7.79,443.0,6.97,35.95,129.0,89.0,1524.0,0.217
Marshall Islands,36,4740.0,21000.0,4259.0,0.76,8.12,443.0,7.29,35.95,187.0,107.0,1832.0,0.226
Marshall Islands,37,4907.0,21000.0,4412.0,0.78,8.4,457.0,7.55,35.95,167.0,111.0,1900.0,0.234
Marshall Islands,38,4907.0,21000.0,4412.0,0.78,8.4,457.0,7.55,35.95,0.0,111.0,1900.0,0.234
Maryland,11,146231.0,552800.0,136576.0,0.11,2.42,6663.0,2.26,9.14,,,,0.265
Maryland,12,178056.0,561500.0,162350.0,0.21,2.94,12706.0,2.68,9.29,31825.0,31825.0,5264.0,0.317
Maryland,13,178056.0,564625.0,165318.0,,2.94,,2.73,9.34,0.0,15912.0,2632.0,0.315
Maryland,14,194705.0,565125.0,178831.0,0.26,3.22,15830.0,2.96,9.35,16649.0,16158.0,2673.0,0.345
Maryland,15,,,,,,,,,13223.0,15424.0,2551.0,
Maryland,16,,,,,,,,,13223.0,14984.0,2478.0,
Maryland,17,,,,,,,,,13223.0,14690.0,2430.0,
Maryland,18,247597.0,565125.0,225456.0,0.36,4.1,21794.0,3.73,9.35,13223.0,14481.0,2395.0,0.438
Maryland,19,258146.0,628800.0,233443.0,0.4,4.27,24355.0,3.86,10.4,10549.0,11441.0,1892.0,0.411
Maryland,20,271905.0,685325.0,243450.0,0.46,4.5,28106.0,4.03,11.34,13759.0,13407.0,2218.0,0.397
Maryland,21,287512.0,722625.0,256221.0,0.51,4.76,30877.0,4.24,11.95,15607.0,13258.0,2193.0,0.398
Maryland,22,307411.0,742175.0,272901.0,0.56,5.08,34090.0,4.51,12.28,19899.0,14212.0,2351.0,0.414
Maryland,23,338544.0,742175.0,300609.0,0.62,5.6,37507.0,4.97,12.28,31133.0,16770.0,2774.0,0.456
Maryland,24,350835.0,742175.0,311148.0,0.65,5.8,39259.0,5.15,12.28,12291.0,16637.0,2752.0,0.473
Maryland,25,365519.0,786300.0,322860.0,0.7,6.05,42228.0,5.34,13.01,14684.0,16846.0,2786.0,0.465
Maryland,26,389253.0,820425.0,340191.0,0.8,6.44,48629.0,5.63,13.57,23734.0,18730.0,3098.0,0.474
Maryland,27,412206.0,851250.0,355484.0,0.93,6.82,56274.0,5.88,14.08,22953.0,20043.0,3315.0,0.484
Maryland,28,442565.0,881675.0,375525.0,1.1,7.32,66582.0,6.21,14.58,30359.0,22150.0,3664.0,0.502
Maryland,29,475780.0,884650.0,398387.0,1.27,7.87,76905.0,6.59,14.63,33215.0,24053.0,3979.0,0.538
Maryland,30,505454.0,884650.0,422218.0,1.37,8.36,82743.0,6.98,14.63,29674.0,23844.0,3944.0,0.571
Maryland,31,528301.0,884650.0,440763.0,1.44,8.74,87039.0,7.29,14.63,22847.0,25352.0,4193.0,0.597
Maryland,32,537037.0,899675.0,448177.0,1.46,8.88,88359.0,7.41,14.88,8736.0,24503.0,4053.0,0.597
Maryland,33,546409.0,958575.0,454437.0,1.51,9.04,91468.0,7.52,15.86,9372.0,22451.0,3714.0,0.57
Maryland,34,565821.0,972225.0,463885.0,1.68,9.36,101425.0,7.67,16.08,19412.0,21945.0,3630.0,0.582
Maryland,35,594647.0,1011875.0,478473.0,1.91,9.84,115640.0,7.91,16.74,28826.0,21726.0,3594.0,0.588
Maryland,36,626838.0,1029725.0,496331.0,2.15,10.37,129951.0,8.21,17.03,32191.0,21580.0,3569.0,0.609
Maryland,37,665025.0,1029725.0,518048.0,2.42,11.0,146335.0,8.57,17.03,38187.0,22796.0,3771.0,0.646
Maryland,38,683305.0,1029725.0,531771.0,2.5,11.3,150844.0,8.8,17.03,18280.0,22143.0,3663.0,0.664
Massachusetts,11,204082.0,476025.0,184984.0,0.28,2.96,19073.0,2.68,6.91,,,,0.429
Massachusetts,12,217443.0,656850.0,192619.0,0.36,3.16,24789.0,2.8,9.53,13361.0,13361.0,1938.0,0.331
Massachusetts,13,233476.0,669225.0,204481.0,,3.39,,2.97,9.71,16033.0,14697.0,2132.0,0.349
Massachusetts,14,257175.0,669325.0,222109.0,0.51,3.73,34885.0,3.22,9.71,23699.0,17698.0,2568.0,0.384
Massachusetts,15,,,,,,,,,15425.5,17130.0,2485.0,
Massachusetts,16,,,,,,,,,15425.5,16789.0,2436.0,
Massachusetts,17,,,,,,,,,15425.5,16562.0,2403.0,
Massachusetts,18,318877.0,669325.0,277612.0,0.6,4.63,41053.0,4.03,9.71,15425.5,16399.0,2379.0,0.476
Massachusetts,19,330490.0,737550.0,288209.0,0.61,4.8,42062.0,4.18,10.7,11613.0,16150.0,2343.0,0.448
Massachusetts,20,353117.0,776400.0,306646.0,0.67,5.12,46247.0,4.45,11.26,22627.0,17092.0,2480.0,0.455
Massachusetts,21,370627.0,854950.0,318630.0,0.75,5.38,51662.0,4.62,12.4,17510.0,16207.0,2351.0,0.434
Massachusetts,22,392967.0,859175.0,334514.0,0.84,5.7,57869.0,4.85,12.46,22340.0,17195.0,2495.0,0.457
Massachusetts,23,419806.0,859175.0,356102.0,0.92,6.09,63096.0,5.17,12.46,26839.0,18826.0,2731.0,0.489
Massachusetts,24,433615.0,859175.0,368358.0,0.94,6.29,64648.0,5.34,12.46,13809.0,18595.0,2698.0,0.505
Massachusetts,25,442703.0,875825.0,376313.0,0.95,6.42,65761.0,5.46,12.71,9088.0,17689.0,2566.0,0.505
Massachusetts,26,464275.0,956800.0,390470.0,1.06,6.74,73152.0,5.66,13.88,21572.0,19112.0,2773.0,0.485
Massachusetts,27,490332.0,1018975.0,406024.0,1.21,7.11,83637.0,5.89,14.78,26057.0,19602.0,2844.0,0.481
Massachusetts,28,520504.0,1057000.0,422803.0,1.4,7.55,96373.0,6.13,15.34,30172.0,21411.0,3106.0,0.492
Massachusetts,29,547082.0,1060900.0,438852.0,1.55,7.94,106799.0,6.37,15.39,26578.0,22016.0,3194.0,0.516
Massachusetts,30,579181.0,1060900.0,461408.0,1.69,8.4,116315.0,6.69,15.39,32099.0,22768.0,3303.0,0.546
Massachusetts,31,608947.0,1060900.0,484829.0,1.78,8.83,122652.0,7.03,15.39,29766.0,25047.0,3634.0,0.574
Massachusetts,32,625477.0,1039775.0,497445.0,1.84,9.07,126560.0,7.22,15.09,16530.0,26111.0,3788.0,0.602
Massachusetts,33,625477.0,1156375.0,497445.0,1.84,9.07,126560.0,7.22,16.78,0.0,23029.0,3341.0,0.541
Massachusetts,34,652929.0,1229075.0,517135.0,1.95,9.47,134311.0,7.5,17.83,27452.0,23228.0,3370.0,0.531
Massachusetts,35,685074.0,1247600.0,539877.0,2.08,9.94,143690.0,7.83,18.1,32145.0,23510.0,3411.0,0.549
Massachusetts,36,727120.0,1247600.0,571853.0,2.23,10.55,153692.0,8.3,18.1,42046.0,25720.0,3732.0,0.583
Massachusetts,37,780268.0,1247600.0,609483.0,2.45,11.32,169148.0,8.84,18.1,53148.0,28727.0,4168.0,0.625
Massachusetts,38,806376.0,1247600.0,630154.0,2.53,11.7,174437.0,9.14,18.1,26108.0,28204.0,4092.0,0.646
Michigan,11,227685.0,768150.0,207786.0,0.19,2.28,19472.0,2.08,7.69,,,,0.296
Michigan,12,291519.0,772150.0,259119.0,0.32,2.92,31937.0,2.6,7.73,63834.0,63834.0,6392.0,0.378
Michigan,13,327235.0,773650.0,286349.0,,3.28,,2.87,7.75,35716.0,49775.0,4984.0,0.423
Michigan,14,364182.0,773750.0,312415.0,0.49,3.65,48536.0,3.13,7.75,36947.0,45499.0,4556.0,0.471
Michigan,15,,,,,,,,,29852.5,41587.0,4164.0,
Michigan,16,,,,,,,,,29852.5,39240.0,3929.0,
Michigan,17,,,,,,,,,29852.5,37676.0,3773.0,
Michigan,18,483592.0,773750.0,417228.0,0.63,4.84,62780.0,4.18,7.75,29852.5,36558.0,3661.0,0.625
Michigan,19,508607.0,1031100.0,434402.0,0.71,5.09,70535.0,4.35,10.32,25015.0,31013.0,3105.0,0.493
Michigan,20,548844.0,1059275.0,463917.0,0.81,5.5,81014.0,4.64,10.61,40237.0,31658.0,3170.0,0.518
Michigan,21,595454.0,1094275.0,497958.0,0.93,5.96,92473.0,4.99,10.96,46610.0,33039.0,3308.0,0.544
Michigan,22,652661.0,1095675.0,536228.0,1.06,6.54,105890.0,5.37,10.97,57207.0,36947.0,3700.0,0.596
Michigan,23,695273.0,1095675.0,573167.0,1.11,6.96,111243.0,5.74,10.97,42612.0,38769.0,3882.0,0.635
Michigan,24,727437.0,1095675.0,599665.0,1.17,7.28,116840.0,6.0,10.97,32164.0,39100.0,3915.0,0.664
Michigan,25,742270.0,1289025.0,611090.0,1.2,7.43,119962.0,6.12,12.91,14833.0,36954.0,3700.0,0.576
Michigan,26,772031.0,1352100.0,629437.0,1.32,7.73,131282.0,6.3,13.54,29761.0,37632.0,3768.0,0.571
Michigan,27,814416.0,1359700.0,659118.0,1.44,8.15,143757.0,6.6,13.61,42385.0,37939.0,3799.0,0.599
Michigan,28,866663.0,1361500.0,695236.0,1.6,8.68,159723.0,6.96,13.63,52247.0,38744.0,3879.0,0.637
Michigan,29,922423.0,1362600.0,734903.0,1.75,9.24,175117.0,7.36,13.64,55760.0,38537.0,3859.0,0.677
Michigan,30,977030.0,1362600.0,772944.0,1.91,9.78,190777.0,7.74,13.64,54607.0,40251.0,4030.0,0.717
Michigan,31,1005544.0,1362600.0,794391.0,1.98,10.07,197770.0,7.95,13.64,28514.0,39730.0,3978.0,0.738
Michigan,32,1015483.0,1608250.0,801811.0,2.0,10.17,200265.0,8.03,16.1,9939.0,39030.0,3908.0,0.631
Michigan,33,1042268.0,1629000.0,814362.0,2.14,10.44,214234.0,8.15,16.31,26785.0,38605.0,3866.0,0.64
Michigan,34,1078808.0,1634000.0,835524.0,2.3,10.8,229373.0,8.37,16.36,36540.0,37770.0,3782.0,0.66
Michigan,35,1134175.0,1639575.0,866766.0,2.53,11.36,252963.0,8.68,16.42,55367.0,38216.0,3827.0,0.692
Michigan,36,1193181.0,1639575.0,896162.0,2.83,11.95,282345.0,8.97,16.42,59006.0,38680.0,3873.0,0.728
Michigan,37,1251940.0,1639575.0,924494.0,3.13,12.54,312240.0,9.26,16.42,58759.0,39273.0,3932.0,0.764
Michigan,38,1282375.0,1639575.0,938279.0,3.29,12.84,328801.0,9.4,16.42,30435.0,39547.0,3960.0,0.782
Minnesota,11,162240.0,453200.0,152280.0,0.17,2.88,9798.0,2.7,8.04,,,,0.358
Minnesota,12,165355.0,511200.0,154767.0,0.18,2.93,10426.0,2.74,9.06,3115.0,3115.0,552.0,0.323
Minnesota,13,179684.0,516800.0,161507.0,,3.19,,2.86,9.16,14329.0,8722.0,1547.0,0.348
Minnesota,14,198253.0,519600.0,170273.0,0.49,3.52,27799.0,3.02,9.21,18569.0,12004.0,2129.0,0.382
Minnesota,15,,,,,,,,,13320.5,12333.0,2187.0,
Minnesota,16,,,,,,,,,13320.5,12531.0,2222.0,
Minnesota,17,,,,,,,,,13320.5,12662.0,2245.0,
Minnesota,18,251535.0,519600.0,209118.0,0.75,4.46,42116.0,3.71,9.21,13320.5,12756.0,2262.0,0.484
Minnesota,19,252548.0,595775.0,209862.0,0.75,4.48,42384.0,3.72,10.56,1013.0,12456.0,2209.0,0.424
Minnesota,20,259417.0,652350.0,213102.0,0.82,4.6,46008.0,3.78,11.57,6869.0,11390.0,2020.0,0.398
Minnesota,21,278234.0,677100.0,223957.0,0.96,4.93,53940.0,3.97,12.01,18817.0,11426.0,2026.0,0.411
Minnesota,22,305297.0,680700.0,240009.0,1.15,5.41,64768.0,4.26,12.07,27063.0,13389.0,2374.0,0.449
Minnesota,23,321180.0,680700.0,252927.0,1.2,5.7,67716.0,4.49,12.07,15883.0,13755.0,2439.0,0.472
Minnesota,24,346864.0,680700.0,273973.0,1.28,6.15,72266.0,4.86,12.07,25684.0,15521.0,2752.0,0.51
Minnesota,25,360442.0,689450.0,287195.0,1.29,6.39,72622.0,5.09,12.22,13578.0,15558.0,2759.0,0.523
Minnesota,26,375395.0,787875.0,298902.0,1.34,6.66,75844.0,5.3,13.97,14953.0,17550.0,3112.0,0.476
Minnesota,27,403640.0,801775.0,315664.0,1.55,7.16,87269.0,5.6,14.22,28245.0,20603.0,3653.0,0.503
Minnesota,28,440350.0,834550.0,340311.0,1.75,7.81,98634.0,6.03,14.8,36710.0,23159.0,4106.0,0.528
Minnesota,29,485850.0,837550.0,376632.0,1.91,8.62,107528.0,6.68,14.85,45500.0,25793.0,4574.0,0.58
Minnesota,30,518744.0,837550.0,402715.0,2.03,9.2,114255.0,7.14,14.85,32894.0,28223.0,5004.0,0.619
Minnesota,31,546330.0,837550.0,425546.0,2.11,9.69,118959.0,7.55,14.85,27586.0,28495.0,5053.0,0.652
Minnesota,32,552701.0,824450.0,431172.0,2.12,9.8,119631.0,7.64,14.62,6371.0,27466.0,4870.0,0.67
Minnesota,33,552701.0,919975.0,431172.0,2.12,9.8,119631.0,7.64,16.31,0.0,25329.0,4491.0,0.601
Minnesota,34,634453.0,931500.0,459716.0,2.34,11.25,131728.0,8.15,16.52,81752.0,32973.0,5847.0,0.681
Minnesota,35,634453.0,934400.0,459716.0,2.34,11.25,131728.0,8.15,16.57,0.0,27729.0,4917.0,0.679
Minnesota,36,703366.0,950250.0,509608.0,2.67,12.47,150576.0,9.04,16.85,68913.0,31074.0,5510.0,0.74
Minnesota,37,729088.0,950250.0,528537.0,2.79,12.93,157277.0,9.37,16.85,25722.0,30049.0,5328.0,0.767
Minnesota,38,745290.0,950250.0,541133.0,2.85,13.22,160794.0,9.59,16.85,16202.0,28423.0,5040.0,0.784
Mississippi,11,54544.0,212050.0,45733.0,0.16,1.83,4832.0,1.54,7.12,,,,0.257
Mississippi,12,61289.0,218825.0,51588.0,0.19,2.06,5722.0,1.73,7.35,6745.0,6745.0,2266.0,0.28
Mississippi,13,71848.0,219800.0,64654.0,,2.41,,2.17,7.38,10559.0,8652.0,2907.0,0.327
Mississippi,14,84328.0,233550.0,75885.0,0.28,2.83,8396.0,2.55,7.85,12480.0,9928.0,3336.0,0.361
Mississippi,15,,,,,,,,,7311.0,9274.0,3116.0,
Mississippi,16,,,,,,,,,7311.0,8881.0,2984.0,
Mississippi,17,,,,,,,,,7311.0,8620.0,2896.0,
Mississippi,18,113572.0,233550.0,103946.0,0.32,3.82,9545.0,3.49,7.85,7311.0,8433.0,2834.0,0.486
Mississippi,19,122586.0,307950.0,112525.0,0.34,4.12,9979.0,3.78,10.35,9014.0,8757.0,2942.0,0.398
Mississippi,20,136691.0,334800.0,124931.0,0.39,4.59,11567.0,4.2,11.25,14105.0,9263.0,3112.0,0.408
Mississippi,21,150524.0,346400.0,136902.0,0.45,5.06,13423.0,4.6,11.64,13833.0,9457.0,3178.0,0.435
Mississippi,22,150524.0,358100.0,136902.0,0.45,5.06,13423.0,4.6,12.03,0.0,8412.0,2826.0,0.42
Mississippi,23,177636.0,358100.0,161507.0,0.53,5.97,15918.0,5.43,12.03,27112.0,11241.0,3777.0,0.496
Mississippi,24,180960.0,358100.0,164715.0,0.54,6.08,16034.0,5.54,12.03,3324.0,10671.0,3586.0,0.505
Mississippi,25,182013.0,372050.0,165668.0,0.54,6.12,16134.0,5.57,12.5,1053.0,9777.0,3285.0,0.489
Mississippi,26,190239.0,396550.0,172522.0,0.59,6.39,17499.0,5.8,13.32,8226.0,9665.0,3247.0,0.48
Mississippi,27,201247.0,418050.0,181550.0,0.65,6.76,19475.0,6.1,14.05,11008.0,9222.0,3099.0,0.481
Mississippi,28,212748.0,425000.0,191145.0,0.72,7.15,21354.0,6.42,14.28,11501.0,8889.0,2987.0,0.501
Mississippi,29,222487.0,425000.0,199419.0,0.77,7.48,22816.0,6.7,14.28,9739.0,10280.0,3454.0,0.523
Mississippi,30,236401.0,425000.0,211689.0,0.82,7.94,24455.0,7.11,14.28,13914.0,8395.0,2821.0,0.556
Mississippi,31,238859.0,425000.0,213525.0,0.84,8.03,25077.0,7.18,14.28,2458.0,8271.0,2779.0,0.562
Mississippi,32,240125.0,438100.0,214460.0,0.85,8.07,25408.0,7.21,14.72,1266.0,8302.0,2790.0,0.548
Mississippi,33,250905.0,484850.0,222860.0,0.93,8.43,27786.0,7.49,16.29,10780.0,8667.0,2912.0,0.517
Mississippi,34,250905.0,494975.0,222860.0,0.93,8.43,27786.0,7.49,16.63,0.0,7094.0,2384.0,0.507
Mississippi,35,275884.0,495950.0,238039.0,1.26,9.27,37572.0,8.0,16.66,24979.0,9019.0,3030.0,0.556
Mississippi,36,300464.0,515450.0,252569.0,1.6,10.1,47607.0,8.49,17.32,24580.0,11140.0,3743.0,0.583
Mississippi,37,321032.0,515450.0,264586.0,1.89,10.79,56140.0,8.89,17.32,20568.0,12090.0,4062.0,0.623
Mississippi,38,327429.0,515450.0,267797.0,1.99,11.0,59325.0,9.0,17.32,6397.0,12653.0,4251.0,0.635
Missouri,11,161784.0,485175.0,107939.0,0.36,2.64,22155.0,1.76,7.9,,,,0.333
Missouri,12,161784.0,526425.0,107939.0,0.36,2.64,22155.0,1.76,8.58,0.0,0.0,0.0,0.307
Missouri,13,175314.0,528300.0,145521.0,,2.86,,2.37,8.61,13530.0,6765.0,1102.0,0.332
Missouri,14,190447.0,528800.0,153664.0,0.6,3.1,36525.0,2.5,8.62,15133.0,9554.0,1557.0,0.36
Missouri,15,,,,,,,,,11451.75,10029.0,1634.0,
Missouri,16,,,,,,,,,11451.75,10313.0,1680.0,
Missouri,17,,,,,,,,,11451.75,10503.0,1711.0,
Missouri,18,236254.0,528800.0,189793.0,0.74,3.85,45368.0,3.09,8.62,11451.75,10639.0,1733.0,0.447
Missouri,19,244476.0,572125.0,193867.0,0.8,3.98,49330.0,3.16,9.32,8222.0,11813.0,1925.0,0.427
Missouri,20,265382.0,621200.0,205217.0,0.96,4.32,58782.0,3.34,10.12,20906.0,12867.0,2096.0,0.427
Missouri,21,285697.0,657700.0,217597.0,1.09,4.66,66699.0,3.55,10.72,20315.0,13607.0,2217.0,0.434
Missouri,22,291723.0,661400.0,221849.0,1.12,4.75,68466.0,3.62,10.78,6026.0,12832.0,2091.0,0.441
Missouri,23,317737.0,661400.0,242937.0,1.19,5.18,73248.0,3.96,10.78,26014.0,14912.0,2430.0,0.48
Missouri,24,335695.0,661400.0,258298.0,1.23,5.47,75823.0,4.21,10.78,17958.0,15842.0,2581.0,0.508
Missouri,25,340273.0,665300.0,262230.0,1.25,5.54,76467.0,4.27,10.84,4578.0,14860.0,2421.0,0.511
Missouri,26,358150.0,750175.0,276990.0,1.3,5.84,79526.0,4.51,12.22,17877.0,16239.0,2646.0,0.477
Missouri,27,382552.0,822850.0,294872.0,1.4,6.23,85827.0,4.8,13.41,24402.0,16739.0,2727.0,0.465
Missouri,28,408441.0,834700.0,313161.0,1.5,6.65,92389.0,5.1,13.6,25889.0,17535.0,2857.0,0.489
Missouri,29,408441.0,835400.0,313161.0,1.5,6.65,92389.0,5.1,13.61,0.0,16674.0,2717.0,0.489
Missouri,30,444384.0,835400.0,340708.0,1.63,7.24,100237.0,5.55,13.61,35943.0,18092.0,2948.0,0.532
Missouri,31,462202.0,835400.0,355387.0,1.68,7.53,103241.0,5.79,13.61,17818.0,18072.0,2945.0,0.553
Missouri,32,466406.0,824100.0,358762.0,1.7,7.6,104063.0,5.85,13.43,4204.0,18019.0,2936.0,0.566
Missouri,33,482112.0,904250.0,371382.0,1.74,7.86,106842.0,6.05,14.73,15706.0,17709.0,2885.0,0.533
Missouri,34,505207.0,945850.0,388692.0,1.83,8.23,112106.0,6.33,15.41,23095.0,17522.0,2855.0,0.534
Missouri,35,536188.0,957550.0,412990.0,1.93,8.74,118308.0,6.73,15.6,30981.0,18250.0,2974.0,0.56
Missouri,36,583949.0,961525.0,448830.0,2.11,9.52,129273.0,7.31,15.67,47761.0,25073.0,4085.0,0.607
Missouri,37,625152.0,961525.0,477412.0,2.3,10.19,141134.0,7.78,15.67,41203.0,25824.0,4208.0,0.65
Missouri,38,643439.0,961525.0,490686.0,2.38,10.48,146137.0,7.99,15.67,18287.0,25891.0,4219.0,0.669
Montana,11,42083.0,78350.0,30887.0,0.55,3.94,5843.0,2.89,7.33,,,,0.537
Montana,12,44063.0,89550.0,31886.0,0.64,4.12,6823.0,2.98,8.38,1980.0,1980.0,1853.0,0.492
Montana,13,46620.0,98500.0,39103.0,,4.36,,3.66,9.22,2557.0,2268.0,2122.0,0.473
Montana,14,49364.0,98500.0,41160.0,0.77,4.62,8193.0,3.85,9.22,2744.0,2427.0,2271.0,0.501
Montana,15,,,,,,,,,1632.25,2228.0,2085.0,
Montana,16,,,,,,,,,1632.25,2109.0,1973.0,
Montana,17,,,,,,,,,1632.25,2030.0,1899.0,
Montana,18,55893.0,98500.0,47209.0,0.81,5.23,8671.0,4.42,9.22,1632.25,1973.0,1846.0,0.567
Montana,19,57220.0,111625.0,48086.0,0.85,5.35,9121.0,4.5,10.44,1327.0,1880.0,1759.0,0.513
Montana,20,60389.0,112125.0,50413.0,0.93,5.65,9962.0,4.72,10.49,3169.0,1967.0,1840.0,0.539
Montana,21,66348.0,119500.0,54453.0,1.11,6.21,11878.0,5.1,11.18,5959.0,2426.0,2270.0,0.555
Montana,22,72544.0,119500.0,59289.0,1.24,6.79,13235.0,5.55,11.18,6196.0,3078.0,2880.0,0.607
Montana,23,76590.0,119500.0,62498.0,1.32,7.17,14071.0,5.85,11.18,4046.0,3423.0,3203.0,0.641
Montana,24,77356.0,119500.0,63224.0,1.32,7.24,14111.0,5.92,11.18,766.0,3299.0,3087.0,0.647
Montana,25,77748.0,119500.0,63481.0,1.33,7.27,14245.0,5.94,11.18,392.0,3122.0,2921.0,0.651
Montana,26,81169.0,133025.0,65746.0,1.44,7.6,15397.0,6.15,12.45,3421.0,3421.0,3201.0,0.61
Montana,27,86213.0,138725.0,68032.0,1.7,8.07,18149.0,6.36,12.98,5044.0,3689.0,3452.0,0.621
Montana,28,92589.0,141650.0,71534.0,1.97,8.66,21007.0,6.69,13.25,6376.0,3749.0,3508.0,0.654
Montana,29,99272.0,141650.0,75432.0,2.22,9.29,23785.0,7.06,13.25,6683.0,3818.0,3572.0,0.701
Montana,30,104525.0,141650.0,79584.0,2.33,9.78,24885.0,7.45,13.25,5253.0,3991.0,3734.0,0.738
Montana,31,106145.0,141650.0,80627.0,2.38,9.93,25438.0,7.54,13.25,1620.0,4113.0,3848.0,0.749
Montana,32,107324.0,141650.0,81420.0,2.42,10.04,25824.0,7.62,13.25,1179.0,4225.0,3953.0,0.758
Montana,33,110374.0,157275.0,83875.0,2.46,10.33,26345.0,7.85,14.72,3050.0,4172.0,3904.0,0.702
